schl_nr,stadium,gueltig_ab,datum_praezision,name,ist_urspruenglich
00616,1,1927,vor,Dellmannsweg,falsch
00617,1,1891-04-30,tag,Bahnhofstraße,falsch
00617,2,1915-07-09,tag,Dellwiger Straße,falsch
00618,1,1897-09-06,tag,Bernhardstraße,falsch
00618,2,1937-11-20,tag,Demrathkamp,falsch
00620,1,1905-10-20,tag,Devensstraße,falsch
00621,1,1906-05-11,tag,Albertstraße,falsch
00621,2,1915-07-09,tag,De-Wolff-Straße,falsch
00622,1,1953-03-03,tag,Dickebank,falsch
00623,1,,unbekannt,Hasenkampstraße,wahr
00623,2,1902-05-16,tag,Dickmannstraße,falsch
00623,3,1902,jahr,Barkhofstraße,falsch
00623,4,1937-11-20,tag,Vesterstraße,falsch
00623,5,1970-12-16,tag,Dickmannstraße (Verl),falsch
00624,1,1909-06-08,tag,Dickstraße,falsch
00625,1,1938-10-21,tag,Diechmannplatz,falsch
02523,1,1990-08-07,tag,Diekmannsbusch,falsch
00627,1,1920-10-01,tag,Diemelstraße,falsch
00628,1,,unbekannt,Parkstraße (tlw.),wahr
00628,2,1902-05-16,tag,Diergardtstraße,falsch
02505,1,1987-12-09,tag,Diestweg,falsch
00689,1,1966-07-20,tag,Dietherichweg,falsch
00976,1,2011-11-01,tag,Diether-Krebs-Platz,falsch
00714,1,2005-09-13,tag,Dietrich-Oppenberg-Platz,falsch
01548,1,2000-05-09,tag,Dilldorfer Allee,falsch
00629,1,1914,jahr,Velberter Straße (tlw.),falsch
00629,2,1937-11-20,tag,Dilldorfer Straße,falsch
00630,1,1903-03-12,tag,Dinastraße,falsch
00695,1,1973-11-20,tag,Dingerkusweg,falsch
00631,1,,unbekannt,Kurtstraße,wahr
00631,2,1902-05-16,tag,Dinglerstraße,falsch
00632,1,1897-11-29,tag,Löbbertstraße,falsch
00632,2,1920-10-01,tag,Dinnendahlstraße,falsch
00633,1,1972-09-20,tag,Dinslaker Straße,falsch
00634,1,1896-08-14,tag,Kirchplatz,falsch
00634,2,1915-07-09,tag,Dionysiuskirchplatz,falsch
00635,1,1929-02-05,tag,Ernst-Toller-Straße,falsch
00635,2,1930-05-31,tag,Dirschaustraße,falsch
00636,1,1952-03-25,tag,Dischstraße,falsch
00637,1,1892-03-29,tag,Emscherstraße {tlw.),falsch
00637,2,1922-02-09,tag,Goethestraße,falsch
00637,3,1934-01-12,tag,Distelbeckhof,falsch
00638,1,1906-07-20,tag,Distelkamp,falsch
00639,1,1906-12-21,tag,Dittmarstraße,falsch
00640,1,1901-01-30,tag,Hügelstraße,falsch
00640,2,1937-11-20,tag,Dixbäume,falsch
00641,1,1922-06-22,tag,Dodelle,falsch
00643,1,1910-04-18,tag,Döppelhahn,falsch
00644,1,1897-09-06,tag,Charlottenstraße,falsch
00644,2,1937-11-20,tag,Dohmanns Kamp,falsch
00645,1,1894-08-29,tag,Kerckhoffstraße (tlw.),falsch
00645,2,1951-05-10,tag,Kleine Kerckhoffstraße,falsch
00645,3,1957-12-12,tag,Dollendorfstraße,falsch
00646,1,1949-12-22,tag,Donatweg,falsch
00647,1,1895-11-28,tag,Hoffnungstraße,falsch
00647,2,1915-07-09,tag,Donnerberg,falsch
00648,1,1891-04-30,tag,Donnerstraße,falsch
00649,1,1912,vor,Mittelstraße,falsch
00649,2,1937-11-20,tag,Dorflinde,falsch
00650,1,1903-08-21,tag,Schellbergstraße,falsch
00650,2,1937-11-20,tag,Dornbuschhegge,falsch
00690,1,1972-09-20,tag,Dornebergweg,falsch
00651,1,1927-08-09,tag,Dornemannplatz,falsch
00652,1,1897-09-06,tag,Dorotheenstraße,falsch
00653,1,1909-11-26,tag,Dorstener Straße,falsch
00686,1,1931-02-10,tag,Dortmunder Straße (tiw.),falsch
00686,2,1953-06-25,tag,Dorstfelder Straße,falsch
00654,1,1891,jahr,Borgmannstraße,falsch
00654,2,1934-06-05,tag,Dortmannhof,falsch
00656,1,1934-06-05,tag,Dreesweg,falsch
00657,1,1911,vor,Charlotterweg,falsch
00657,2,1936-01-15,tag,Drehscheibe,falsch
00658,1,1891-04-30,tag,Frohnhauser Straße,falsch
00658,2,1915-07-09,tag,Gartenkamp (tlw.),falsch
00658,3,1937-11-20,tag,Dreigarbenfeld,falsch
00659,1,1868-01-17,tag,Dreilindenstraße,falsch
00692,1,1974-09-18,tag,Dreiringplatz,falsch
00661,1,1875-04-28,tag,Friedrichstraße,falsch
00661,2,1937-11-20,tag,Dreiringstraße,falsch
00662,1,,unbekannt,Emilienstraße,wahr
00662,2,1898,vor,Augustastraße,falsch
00662,3,1902-05-16,tag,Dresdener Straße,falsch
00687,1,1966-07-20,tag,Drimbornweg,falsch
00663,1,1938-10-21,tag,Drogandstraße,falsch
00664,1,1904,vor,Buschstraße,falsch
00664,2,1937-11-20,tag,Drokamp,falsch
00667,1,1949-12-22,tag,Drosselanger,falsch
00668,1,1904-02-04,tag,Hochstraße,falsch
00668,2,1910-09-16,tag,Drosselstraße,falsch
00668,3,1929-07-06,tag,Drosselstraße (Verl.),falsch
00693,1,1966-12-12,tag,Drosselweg,falsch
03645,1,1973-11-20,tag,Droste-Hülshoff-Weg,falsch
00669,1,1894-08-07,tag,Buschstraße,falsch
00669,2,1935-11-14,tag,Drostenbusch,falsch
00688,1,1966-07-20,tag,Drostenhof,falsch
00670,1,,unbekannt,Scharnhorststraße,wahr
00670,2,1902-05-16,tag,Droysenstraße,falsch
00671,1,1905-10-20,tag,Bungertstraße,falsch
00671,2,1936-08-05,tag,Drügeshofstraße,falsch
00672,1,1909-09-26,tag,Drumannstraße,falsch
00673,1,1894,jahr,Altenhof,falsch
00673,2,1910-09-16,tag,Altenhof II (tiw.),falsch
00673,3,1935-10-14,tag,Druschelpfad,falsch
00674,1,1501,jahrhundert,Schützenbahn,falsch
00674,2,1937-11-20,tag,Dudenstraße,falsch
00675,1,1883-11-17,tag,Friedrichstraße,falsch
00675,2,1937-11-20,tag,Dückerstraße,falsch
00676,1,1895-11-28,tag,Dümptener Straße,falsch
00677,1,1957-07-15,tag,Dünkelbergstraße,falsch
00678,1,1911-04-21,tag,Düppelstraße,falsch
00679,1,1891-04-30,tag,Steinstraße,falsch
00679,2,1915-07-09,tag,Düppenberg,falsch
00680,1,,unbekannt,Klementzstraße,wahr
00680,2,1902-05-16,tag,Dürerstraße,falsch
00681,1,1929,vor,Düschenweg,falsch
00681,2,1937-11-20,tag,Düschenhofer Wald,falsch
00682,1,1898,vor,Nikolausstraße,falsch
00682,2,1902-05-16,tag,Düsseldorfer Straße,falsch
00683,1,1905-03-10,tag,Duisburger Straße,falsch
00694,1,1911-06-16,tag,Dumberger Straße,falsch
00694,2,1911-06-16,tag,Burgstraße,falsch
00694,3,1970-12-16,tag,Dumberger Straße (Verl),falsch
00684,1,1901-05-23,tag,Eisenstraße,falsch
00684,2,1937-11-20,tag,Dutzendriege,falsch
00579,1,1982-01-20,tag,Duvenkamp,falsch
00720,1,1922,jahr,Eberhardstraße,falsch
00818,1,1973-12-18,tag,Echstenkämperweg,falsch
00721,1,1927-12-01,tag,Eckbertstraße,falsch
00722,1,,unbekannt,Friedrichstraße (tiw.),wahr
00722,2,1937-02-25,tag,Eckenbergstraße,falsch
00723,1,1896-10-08,tag,Eckstraße,falsch
01146,1,1999-02-24,tag,Econova-Allee. „econova” ist der Name für das über 152 ha große Industrie- und G,falsch
00724,1,1912-01-26,tag,Ederstraße,falsch
00838,1,2008-12-30,tag,Edmund-Körner Platz,falsch
00725,1,1906-05-25,tag,Wolfgangstraße,falsch
00725,2,1937-11-20,tag,Eduard-Lucas-Straße,falsch
00726,1,1911-04-21,tag,Eduardstraße,falsch
00784,1,1966-07-20,tag,Effertweg,falsch
00727,1,,unbekannt,Königgrätzer Straße,wahr
00727,2,1937-11-20,tag,Effmannstraße,falsch
00811,1,1965-12-02,tag,Eggebrechthang,falsch
00728,1,1896-10-08,tag,Brechtstraße,falsch
00728,2,1915-07-07,tag,Eggebrechtstraße,falsch
00728,3,1961-12-13,tag,Eggebrechtstraße (Verl.),falsch
00729,1,1936-08-05,tag,Eginhardhöhe,falsch
00730,1,1934-06-05,tag,Ehrenaue,falsch
00731,1,1902-05-16,tag,Ehrenzeller Platz,falsch
00732,1,1902-05-16,tag,Ehrenzeller Straße,falsch
00733,1,1919-04-01,tag,Eibergweg,falsch
03767,1,1902-12-08,tag,Wiesenstraße,falsch
03767,2,1978-04-07,tag,Eichendorffstraße,falsch
00734,1,1904-02-04,tag,Ringstraße,falsch
00734,2,1910-09-16,tag,Eichenstraße,falsch
00735,1,1938-10-21,tag,Eichhoffweg,falsch
00717,1,2005-12-20,tag,Eichholzhof,falsch
00736,1,1936-08-05,tag,Rolländchen,falsch
00736,2,1938-10-21,tag,Eickelbecktal,falsch
00737,1,1890-11-18,tag,Elisenstraße,falsch
00737,2,1937-02-25,tag,Eickelkamp,falsch
00738,1,1860,jahr,Eickenscheidter Fuhr,falsch
00739,1,1903-11-27,tag,Grabenstraße,falsch
00739,2,1915-07-09,tag,Eickwinkelstraße,falsch
00740,1,1899,vor,Eiergasse,falsch
00809,1,1961-12-13,tag,Eifelhang,falsch
00741,1,1922-09-13,tag,Eigene Scholle,falsch
00742,1,1950-07-05,tag,Eigene Tat,falsch
00743,1,1921-03-31,tag,Eigenstraße,falsch
00744,1,1920-10-01,tag,Eiland,falsch
00815,1,1970-02-24,tag,Eilpeweg,falsch
00745,1,1895-11-28,tag,Einbleckstraße,falsch
00746,1,1907-08-06,tag,Prumendorfer Eisenhammerweg - Deilbachhammer Straße,falsch
00746,2,1915-07-09,tag,Einigkeitsstraße,falsch
00747,1,1905-06-16,tag,Eintrachtstraße,falsch
00748,1,1903-02-04,tag,Bahnhofstraße,falsch
00748,2,1910-09-16,tag,Eisenbahnstraße,falsch
00749,1,1935-09-30,tag,Eisenhammerweg,falsch
00750,1,1892-03-29,tag,Eisenstraße,falsch
00751,1,1887-06-10,tag,Eiserne Hand,falsch
00751,2,1887-06-10,tag,Feldstraße,falsch
00751,3,1915-07-09,tag,Eiserne Hand (Verl.),falsch
00799,1,1965-06-03,tag,Eißlingerhang,falsch
00752,1,1903-02-04,tag,Theodorstraße,falsch
00752,2,1910-09-16,tag,Elbestraße,falsch
00752,3,1933-05-08,tag,Georgsstraße (Umb.),falsch
00752,4,1945-06-18,tag,Elbestraße (Umb.),falsch
00753,1,1937-02-25,tag,Elbinger Knie,falsch
00754,1,1897-09-06,tag,Elonorastraße,falsch
00755,1,1901-06-28,tag,Elfriedenstraße,falsch
00756,1,1932-10-03,tag,Eligiushöhe,falsch
00757,1,1957-12-12,tag,Eligiusweg,falsch
03279,1,1986-07-22,tag,Elisabeth-Selbert-Straße,falsch
00758,1,1897-11-29,tag,Elisabethstraße,falsch
00759,1,1895-01-04,tag,Elisenplatz,falsch
00760,1,1868-01-17,tag,Elisenstraße,falsch
00761,1,1948-12-14,tag,Ellernmühle,falsch
00762,1,1915-07-09,tag,Ellernplatz,falsch
00763,1,1896-02-13,tag,Südstraße,falsch
00763,2,1906-05-11,tag,Allertstraße,falsch
00763,3,1915-07-09,tag,Ellernstraße,falsch
00764,1,1937-11-20,tag,Ellingradeweg,falsch
00765,1,1927-02-27,tag,Engelsbecke (tlw.),falsch
00765,2,1927-02-27,tag,Vedderstraße,falsch
00765,3,1933-05-08,tag,Elsa-Brändström-Platz,falsch
00766,1,1927-02-27,tag,Engelsbecke (tlw.),falsch
00766,2,1946-05-22,tag,Elsa- Brändströmstraße,falsch
00767,1,1928,jahr,Waldstraße,falsch
00767,2,1933-06-17,tag,Elsaßstraße,falsch
00768,1,1903-05-11,tag,Elsterbuschstraße,falsch
00769,1,1895-11-15,tag,Hermannplatz,falsch
00769,2,1937-11-20,tag,Eltingplatz,falsch
00770,1,1887-06-10,tag,Hermannstraße,falsch
00770,2,1937-11-20,tag,Eltingstraße,falsch
00814,1,1911-06-16,tag,Elvenholzfeld,falsch
02226,1,1903-02-04,tag,Alte Ruhrstraße,falsch
02226,2,1910-09-16,tag,Neckarstraße,falsch
02226,3,1977-02-24,tag,Elzstraße,falsch
00771,1,1907-08-06,tag,Bergstraße,falsch
00771,2,1915-07-09,tag,Emdenstraße,falsch
00586,1,1982-03-10,tag,Emil-Bredt-Weg,falsch
00772,1,1887-06-10,tag,Emilienstraße,falsch
03647,1,1902-11-04,tag,Feldstraße,falsch
03647,2,1932-08-16,tag,Schlageterstraße,falsch
03647,3,1945-04-26,tag,Feldstraße,falsch
03647,4,1946-04-04,tag,Emil-Kemper-Straße,falsch
02519,1,1989-11-28,tag,Emma-Grasse-Weg,falsch
00773,1,1897-08-06,tag,Emmastraße,falsch
00774,1,1956-02-22,tag,Emscherblick,falsch
01147,1,1999-02-24,tag,Emscherbruchallee,falsch
00775,1,1895-09-17,tag,Horster Straße,falsch
00775,2,1896-02-13,tag,Emscherstraße,falsch
00775,3,1933-11-27,tag,Emscherstraße (Verl.),falsch
00776,1,1957-01-23,tag,Endemannhöhe,falsch
00527,1,1978-09-26,tag,Endepoet,falsch
00777,1,1896-08-14,tag,Endstraße,falsch
00778,1,1889-08-05,tag,Engelbertstraße,falsch
00779,1,1897-11-29,tag,Siepenstraße (tlw.),falsch
00779,2,1927-02-27,tag,Engelsbecke,falsch
00779,3,1937-02-25,tag,Engelsbecke (Verl.),falsch
00779,4,1954-10-18,tag,Engelsbecke (Verl.),falsch
00780,1,1949-08-31,tag,Engelsruh,falsch
00781,1,,unbekannt,Marienberg,wahr
00781,2,1922,jahr,Engelssiepen,falsch
00782,1,1938-10-21,tag,Engersgau,falsch
00783,1,,unbekannt,Borgerstraße,wahr
00783,2,1902-05-16,tag,Eppinghofer Straße,falsch
00812,1,1966-12-14,tag,Erasmusstraße,falsch
00785,1,1931-02-10,tag,Erbenbank,falsch
00786,1,1929-01-10,tag,Erbstöhstraße,falsch
00813,1,1974-09-18,tag,Erdpohlweg,falsch
00787,1,1899-07-17,tag,Klosterstraße,falsch
00787,2,1915-07-09,tag,Erdwegstraße,falsch
03648,1,1970-10-06,tag,Erftstraße,falsch
00788,1,1922-09-13,tag,Erikapfad,falsch
00789,1,1881,jahr,B-Straße,falsch
00789,2,1937-11-20,tag,Erinweg,falsch
00790,1,1896-10-08,tag,Haffstraße,falsch
00790,2,1915-07-09,tag,Erlenhagen,falsch
00791,1,1904-02-04,tag,Winkelstraße,falsch
00791,2,1904-02-22,tag,Wasserstraße,falsch
00791,3,1928-10-30,tag,Erlenkampsweg,falsch
00791,4,1961-12-13,tag,Erlenkampsweg (Verl.),falsch
00792,1,1897-09-06,tag,Elisenstraße,falsch
00792,2,1906-03-10,tag,Ernastraße,falsch
00793,1,1892-03-29,tag,Ernestinenstraße,falsch
00819,1,1976-02-18,tag,Ernst-Barlach-Straße,falsch
00962,1,2010-12-28,tag,Ernst-Schmidt-Platz,falsch
00794,1,1897-09-06,tag,Ernststraße,falsch
00810,1,1960-06-08,tag,Ernst- Tengelmann-Ring,falsch
00795,1,1939-05-26,tag,Erntedankweg,falsch
03265,1,1983-02-08,tag,Erzstraße,falsch
00797,1,1957-12-12,tag,Eschenburg,falsch
00798,1,1904-02-04,tag,Markenstraße,falsch
00798,2,1910-09-16,tag,Eschenstraße,falsch
00816,1,1970-02-24,tag,Eskensfeld,falsch
00817,1,1973-06-13,tag,Eskenshof,falsch
00800,1,1910-09-16,tag,Esmarchstraße,falsch
00801,1,1892-03-29,tag,Essener Straße,falsch
00802,1,1900,jahr,Wallstraße,falsch
00802,2,1931-02-12,tag,Essingweg,falsch
00803,1,1906,vor,Friedrichstraße,falsch
00803,2,1935-11-14,tag,Esternhovede,falsch
00804,1,1914-05-10,tag,Eststraße,falsch
00805,1,1909-12-24,tag,Blumenkamp,falsch
00805,2,1935-11-14,tag,Etterbach,falsch
00696,1,2003-07-01,tag,Eugen-Sulz-Straße,falsch
00806,1,,unbekannt,Theodorstraße,wahr
00806,2,1902-05-16,tag,Eulerstraße,falsch
00807,1,1915,vor,Feldstraße,falsch
00807,2,1933-05-08,tag,Eupenstraße,falsch
00808,1,,unbekannt,Marienstraße,wahr
00808,2,1927-12-01,tag,Euskirchenstraße,falsch
01139,1,1998-02-03,tag,Eva-Hollands-Weg,falsch
02525,1,1990-09-12,tag,Ewald- Dutschke-Straße,falsch
00841,1,1912,vor,Ludgeristraße,falsch
00841,2,1934-06-05,tag,Fährenkotten,falsch
00844,1,1932,jahr,Fängershofstraße,falsch
00845,1,1919-05-28,tag,Horststraße (tiw.),falsch
00845,2,1937-11-20,tag,Färberweg,falsch
00840,1,1910,jahr,Fahrenberg,falsch
00842,1,1896-02-13,tag,Hofstraße,falsch
00842,2,1915-07-09,tag,Fahrhauerstraße,falsch
00843,1,,unbekannt,Theodorstraße,wahr
00843,2,1902-05-16,tag,Falkstraße,falsch
00956,1,1965-02-17,tag,Falterweg,falsch
00953,1,1961-06-28,tag,Farrenbroich,falsch
00846,1,1904-02-04,tag,Hallohstraße,falsch
00846,2,1910-09-16,tag,Fasanenstraße,falsch
00847,1,1892-03-29,tag,Johannstraße,falsch
00847,2,1937-11-20,tag,Faßbinderweg,falsch
00948,1,1961-12-13,tag,Feggelerweg,falsch
00849,1,1959-12-11,tag,Feilenstraße,falsch
01553,1,1999-12-14,tag,Feldhausaue,falsch
00851,1,1920-10-01,tag,Feldhauskamp,falsch
00852,1,1928-02-27,tag,Feldmannhof,falsch
00853,1,1959-12-03,tag,Feldstraße,falsch
00946,1,1962-03-01,tag,Feldwiese,falsch
03651,1,1955-03-25,tag,Felkestraße,falsch
00854,1,1927-12-01,tag,Fendelweg,falsch
03765,1,1930-01-28,tag,Weerthstraße,falsch
03765,2,1978-03-14,tag,Ferdinand-Weerth-Straße,falsch
00855,1,1928-11-22,tag,Fernblick,falsch
00856,1,1906-12-07,tag,Feuerbachstraße,falsch
00857,1,1929-01-10,tag,Fibelweg,falsch
00858,1,1909-06-08,tag,Fichtelstraße,falsch
00859,1,1910-09-16,tag,Finefraustraße,falsch
00860,1,1928-02-27,tag,Finkenhof,falsch
03653,1,1937,jahr,Dietrich- Eckart-Siedlung,falsch
03653,2,1945-03-03,tag,Icktener Siedlung (tiw.),falsch
03653,3,1952-09-05,tag,Am Jommershönschen,falsch
03653,4,1961-10-27,tag,Finkenweg,falsch
00861,1,1895-01-04,tag,Fischerstraße,falsch
00957,1,1922-06-02,tag,In den Höfen,falsch
00957,2,1970-12-16,tag,Fischlaker Höfe,falsch
00862,1,1922-06-02,tag,Fischlaker Straße,falsch
00863,1,1904,vor,Heinrichstraße (tiw.),falsch
00863,2,1937-02-25,tag,Fischweiher,falsch
00864,1,1501,jahrhundert,Flachsmarkt,falsch
00865,1,1949-08-31,tag,Flakerfeld,falsch
00866,1,1959-09-02,tag,Flakering,falsch
03287,1,1891-04-30,tag,Zinkstraße (tiw.),falsch
03287,2,1987-12-09,tag,Flandernstraße,falsch
00867,1,1900,jahr,Funkestraße,falsch
00867,2,1913-05-30,tag,Flashoffstraße,falsch
00902,1,1967-11-29,tag,Fleherweg,falsch
00868,1,1897-09-06,tag,Marthastraße (tw),falsch
00868,2,1935-09-30,tag,Flemingweg,falsch
00869,1,1923-09-24,tag,Fleuenbruch,falsch
00870,1,1907-08-06,tag,Schlägelgasse,falsch
00870,2,1915-07-09,tag,Fliederbusch,falsch
00871,1,1921-10-18,tag,Fliegenbuschweg,falsch
00872,1,1897-01-22,tag,Holzstraße,falsch
00872,2,1915-07-09,tag,I. Fließstraße,falsch
00873,1,1897-01-22,tag,Fließstraße,falsch
00873,2,1915-07-09,tag,Il,falsch
00874,1,1953-03-03,tag,Flörken,falsch
01597,1,2000-11-07,tag,Flöz Zollverein,falsch
00875,1,1896-10-08,tag,Flözstraße,falsch
00875,2,1896-10-08,tag,Katstraße,falsch
00875,3,1915-07-09,tag,Flözstraße (Verl.),falsch
00876,1,1897-09-06,tag,Karlstraße,falsch
00876,2,1906-01-26,tag,Kurtstraße,falsch
00876,3,1937-11-20,tag,Florastraße,falsch
00877,1,1953-03-03,tag,Florweg,falsch
00878,1,1896-10-08,tag,Flurstraße,falsch
00878,2,1896-10-08,tag,Kreuzstraße,falsch
00878,3,1915-07-09,tag,Flurstraße (Verl.),falsch
00879,1,1955-09-21,tag,Föhrenweg,falsch
00880,1,1896-08-14,tag,Förderstraße,falsch
00880,2,1930-05-31,tag,Förderstraße (Verl.),falsch
00881,1,1924-09-17,tag,Folkersbeck,falsch
00882,1,1899-02-24,tag,Lenaustraße,falsch
00882,2,1936-01-15,tag,Folkwangstraße,falsch
00883,1,1860,jahr,Fontänengasse,falsch
00884,1,,unbekannt,Hochstraße,wahr
00884,2,1934-11-29,tag,Dietwartstraße,falsch
00884,3,1946-05-22,tag,Forschepoeterweg,falsch
00885,1,1903-02-04,tag,Forsthausstraße,falsch
00886,1,1899,vor,Karl-Forstmannstraße,falsch
00886,2,1899,vor,Hochstraße (tiw.),falsch
00886,3,1937-11-20,tag,Forstmannstraße,falsch
00887,1,1939-05-26,tag,Forststraße,falsch
00888,1,1903-02-04,tag,Steeler Straße (tiw.),falsch
00888,2,1907-08-06,tag,Rellinghauser Straße,falsch
00888,3,1910-09-16,tag,Frankenstraße,falsch
00888,4,1915-07-09,tag,Frankenstraße (Verl.),falsch
00889,1,1883,vor,Oberdorfstraße (tlw.),falsch
00889,2,1902-05-16,tag,Frankfurter Straße,falsch
00947,1,1868-01-17,tag,Ruhrstraße (tlw.),falsch
00947,2,1934-06-05,tag,Damannstraße (t!w.),falsch
00947,3,1967-06-29,tag,Franz-Arens-Straße,falsch
00890,1,,unbekannt,Rosenstraße,wahr
00890,2,1937-11-20,tag,Franzenshöhe,falsch
00921,1,1897-11-29,tag,Wisthoffstraße,falsch
00921,2,1933-05-08,tag,Frillendorfer Straße (Verl.),falsch
00921,3,1977-09-21,tag,Franz-Fischer-Weg,falsch
00891,1,1922-03-08,tag,Franziskanerhöhe,falsch
00891,2,1937-11-20,tag,Kapitän-Lehmann-Höhe (Umb)),falsch
00891,3,1945-06-18,tag,Franziskanerhöhe (Umb.),falsch
00892,1,1905-06-16,tag,Franziskanerstraße,falsch
00892,2,1937-11-20,tag,Kapitän-Lehmann-Straße (Umb.),falsch
00892,3,1945-06-18,tag,Franziskanerstraße (Umb.),falsch
00892,4,1980-05-23,tag,Franziskanerstraße (Vert.),falsch
00893,1,1897-09-06,tag,Franziskastraße,falsch
00893,2,1933-05-08,tag,Franz-Seldte-Straße {Umb.),falsch
00893,3,1945-06-18,tag,Franziskastraße (Umb.),falsch
00894,1,1909-11-26,tag,Franziusstraße,falsch
00958,1,1971-03-17,tag,Franz-Voutta- Straße,falsch
00895,1,1954-07-15,tag,Torweg,falsch
00895,2,1955-03-31,tag,Franz-Xaver-Weg,falsch
00896,1,1889-07-05,tag,Berthastraße,falsch
00896,2,1906-01-26,tag,Frau-Berta-Krupp-Straße,falsch
00896,3,1892-09-23,tag,Alexstraße,falsch
00896,4,1915-07-09,tag,Frau-Berta-Krupp-Straße (Verl),falsch
00896,5,1957-12-12,tag,Frau-Bertha-Krupp-Straße,falsch
00897,1,1920-03-06,tag,Frauenfelderstraße,falsch
00950,1,1965-06-03,tag,Frauenlobstraße,falsch
00898,1,,unbekannt,Grüner Weg,wahr
00898,2,1937-11-20,tag,Frauenstein,falsch
00899,1,1937-11-20,tag,Freiheit,falsch
00900,1,1936-08-05,tag,Freiherrnweg,falsch
00901,1,1927-12-01,tag,Im Ruhrtal,falsch
00901,2,,unbekannt,Werdener Straße (tlw.),wahr
00901,3,1933-05-08,tag,Freiherr-vom-Stein-Straße,falsch
03654,1,1930,jahr,Freihofstraße,falsch
03655,1,1925-10-12,tag,Freiligrathplatz,falsch
03656,1,1925-10-12,tag,Freiligrathstaße,falsch
03656,2,1950-12-11,tag,Karlstraße (tIw,falsch
03656,3,1978-04-07,tag,Freiligrathstraße (Verl.),falsch
00905,1,1919-04-01,tag,Freisenbruchstraße,falsch
00905,2,1977-01-11,tag,Freisenbruchstraße (Verl.),falsch
00906,1,1957-01-23,tag,Freistattstraße,falsch
00907,1,,unbekannt,Adolfstraße,wahr
00907,2,1902-05-16,tag,Freseniusstraße,falsch
00908,1,1902-05-16,tag,Frettholz,falsch
00909,1,,unbekannt,Bernuthstraße,wahr
00909,2,1902-05-16,tag,Freytagstraße,falsch
00949,1,1960-06-08,tag,Fridolinstraße,falsch
00910,1,1897-09-06,tag,Hubertusstraße,falsch
00910,2,1906-01-26,tag,Herbertstraße,falsch
00910,3,1931-02-12,tag,Fridtjof-Nansen- Straße,falsch
00911,1,1902-05-16,tag,Friedbergstraße,falsch
00912,1,1910-06-27,tag,Friedenstraße,falsch
00913,1,1897-09-06,tag,Friederikenstraße,falsch
00914,1,1903,vor,Friedhofstraße,falsch
00915,1,1865-07-21,tag,Grabenstraße,falsch
00915,2,1927-10-02,tag,Friedrich-Ebert-Straße,falsch
00915,3,1933-05-08,tag,Schlageterstraße (Umb.),falsch
00915,4,1945-05-15,tag,Ebertstraße (Umb.),falsch
00915,5,1946-10-09,tag,Friedrich-Ebert- Straße (Umb.),falsch
00916,1,1914-10-09,tag,Begasstraße,falsch
00916,2,1935-11-14,tag,Friedrich-Küch-Straße,falsch
00576,1,1981-11-27,tag,Friedrich-Küpper-Weg,falsch
00917,1,1891-04-30,tag,Hochstraße (tlw.),falsch
00917,2,1907-02-26,tag,Friedrich-Lange-Straße,falsch
00918,1,1894-05-18,tag,Viktoriastraße,falsch
00918,2,1934-06-05,tag,Friedrich- List-Straße,falsch
00919,1,1874-01-30,tag,Friedrichstraße,falsch
00920,1,1921,jahr,Friedrichswall,falsch
00945,1,1968-09-18,tag,Frielingsdorfweg,falsch
00922,1,1929-07-24,tag,Friesenaue,falsch
00923,1,1934-11-12,tag,Bauschenhöhe,falsch
00923,2,1946-05-22,tag,Schnappenkamp,falsch
00923,3,1947-04-01,tag,Frillendorfer Höhe,falsch
00924,1,1936-01-15,tag,Frillendorfer Platz,falsch
00925,1,1868-01-17,tag,Frillendorfer Straße,falsch
00925,2,1897-11-29,tag,Schimmelstraße (Umb)),falsch
00925,3,1897-11-29,tag,Wisthoffstraße (Umb.),falsch
00925,4,1909-08-12,tag,Zeppelinstraße (Umb.),falsch
00925,5,1933-05-08,tag,Frillendorfer Straße (Verl),falsch
00951,1,1966-12-14,tag,Frintropper Höhe,falsch
00926,1,1959-12-11,tag,Frintroper Knappen,falsch
00952,1,1897-01-22,tag,Helmstraße (tlw.),falsch
00952,2,1967-05-03,tag,Frintroper Markt,falsch
00927,1,1891-04-30,tag,Essener Straße,falsch
00927,2,1915-07-09,tag,Frintroper Straße,falsch
01879,1,2013-05-22,tag,Fritz- Niermann-Platz,falsch
01144,1,1998-10-20,tag,Fritz-Schaub-Weg,falsch
00708,1,2004-11-09,tag,Fritz-Schupp- Allee,falsch
00928,1,1896-02-13,tag,Fritzstraße,falsch
03610,1,1950-10-03,tag,Am Schiefenberg,falsch
03610,2,1978-04-07,tag,Fröbelweg,falsch
00929,1,1906-03-10,tag,Frohnhauser Platz,falsch
00929,2,1933-05-08,tag,Schrönplatz (Umb.),falsch
00929,3,1933-07-14,tag,Friedel-Schrön-Platz (Umb.),falsch
00929,4,1945-06-18,tag,Frohnhauser Platz (Umb.),falsch
00930,1,1860,jahr,Frohnhauser Straße,falsch
00930,2,1885,vor,Herrenbankstraße (Umb.),falsch
00930,3,,unbekannt,Essen-Mülheimer-Straße (Umb.),wahr
00930,4,1901-12-13,tag,Frohnhauser Straße,falsch
00931,1,1907-08-06,tag,Mittelstraße,falsch
00931,2,1915-07-09,tag,Frühlingstraße,falsch
00932,1,1909-01-09,tag,Fuchsgang,falsch
00933,1,1903-12-18,tag,Führichstraße,falsch
